id,team.name,player.name,pass.length,pass.recipient.name,location.x,x,location.y,y,pass.end_location.x,endX,pass.end_location.y,endY,pass.outcome.name,pass.type.name,StartBin,EndBin
97617af0-6592-4bf2-9184-7eacd84a3aa1,Villarreal,Ãngel Domingo LÃ³pez Ruano,16.38658,Santiago Cazorla GonzÃ¡lez,26.5,22.08333333,8.1,10.125,112.9,94.08333333,31.1,38.875,Incomplete,Corner,15,49
5d7cabe1-ab37-4b19-bc4c-715f6b5b6f3d,Getafe,Daniel Parejo MuÃ±oz,12.238055,Juan Ãngel AlbÃ­n Leites,105.1,87.58333333,41,51.25,111.8,93.16666667,31.1,38.875,Incomplete,Corner,43,49
c7df1060-1558-48ca-be22-1377e2415950,Barcelona,Gerard PiquÃ© BernabÃ©u,33.955853,Samuel Yves Umtiti,34,28.33333333,1,1.25,119,99.16666667,31,38.75,Incomplete,Corner,15,49
8ba7a53a-fb30-41e8-bc7c-d9fef8754b16,Barcelona,Carles Puyol i Saforcada,17.400288,Oleguer Presas Renom,45,37.5,7.5,9.375,118.2,98.5,31,38.75,Incomplete,Corner,20,49
67fad5b9-7cef-4176-8810-eb1a840d2486,Barcelona,Sergio Busquets i Burgos,22.98369,Munir El Haddadi Mohamed,100.5,83.75,65,81.25,118,98.33333333,31,38.75,Incomplete,Corner,41,49
7ee5ed53-2dc3-4b07-90dd-cf55de56f15a,Barcelona,Sergio Busquets i Burgos,18.496756,Pedro Eliezer RodrÃ­guez Ledesma,79.6,66.33333333,65,81.25,118,98.33333333,31,38.75,Incomplete,Corner,31,49
18a5e832-c12e-46db-bda0-9da8fc169fa4,Huesca,Luis Carlos Correia Pinto,12.806249,Gonzalo JuliÃ¡n Melero Manzanares,58,48.33333333,63.3,79.125,118,98.33333333,31,38.75,Incomplete,Corner,22,49
17825bc0-9d21-4d94-a107-4c5aa5829940,AtlÃ©tico Madrid,JosÃ© MarÃ­a GimÃ©nez de Vargas,28.635643,Diego da Silva Costa,42,35,57.4,71.75,118,98.33333333,31,38.75,Incomplete,Corner,17,49
061263a9-8323-4ca9-9ed4-ff08cdd05950,Barcelona,Samuel Yves Umtiti,8.5440035,AndrÃ©s Iniesta LujÃ¡n,27,22.5,44.9,56.125,117.7,98.08333333,31,38.75,Incomplete,Corner,13,49
292101b8-24af-4b1f-b3eb-4c7b39cb99bd,Barcelona,AndrÃ© Filipe Tavares Gomes,9.433981,JosÃ© Paulo Bezzera Maciel JÃºnior,54,45,78.8,98.5,117,97.5,31,38.75,Incomplete,Corner,21,49
3182e3b4-a9b7-41b2-954e-de4a2e55fecb,Barcelona,Daniel Alves da Silva,33.941124,AndrÃ©s Iniesta LujÃ¡n,99.4,82.83333333,66,82.5,117,97.5,31,38.75,Incomplete,Corner,41,49
12dd9d26-8378-43ab-9588-8737fcbf9324,Barcelona,Xavier HernÃ¡ndez Creus,27.987318,Rafael MÃ¡rquez Ãlvarez,120,100,59.4,74.25,117,97.5,31,38.75,Incomplete,Corner,47,49
904e7620-23bb-4edf-9465-ea2dbebea204,Barcelona,Neymar da Silva Santos Junior,16.383528,MartÃ­n Montoya Torralbo,78.3,65.25,8,10,116.3,96.91666667,31,38.75,Incomplete,Corner,35,49
33874946-7ce4-4182-9c69-05f745d69e8a,Barcelona,Gerard PiquÃ© BernabÃ©u,19.1191,Sergio Busquets i Burgos,22.5,18.75,75.6,94.5,116,96.66666667,31,38.75,Incomplete,Corner,6,49
7bbcfc5f-7f09-40af-b8ea-8bd7dfc357f4,Barcelona,Xavier HernÃ¡ndez Creus,12.001667,Pedro Eliezer RodrÃ­guez Ledesma,72.2,60.16666667,1,1.25,115.1,95.91666667,31,38.75,Incomplete,Corner,35,49
501f1f6f-374a-4af0-b3fd-00977ba0d320,Germany,Mesut Ã–zil,9.055386,Thomas MÃ¼ller,97,80.83333333,80,100,115,95.83333333,31,38.75,Incomplete,Corner,41,49
7aaa3557-eb3f-4653-866c-5a9996df89d1,Barcelona,Xavier HernÃ¡ndez Creus,9.687621,AndrÃ©s Iniesta LujÃ¡n,62.9,52.41666667,63.7,79.625,114,95,31,38.75,Incomplete,Corner,27,49
53735546-ac68-4677-a8eb-dfae2be52f5e,Sevilla,JesÃºs Navas GonzÃ¡lez,20.248457,TomÃ¡Å¡ VaclÃ­k,21,17.5,26,32.5,113.3,94.41666667,31,38.75,Incomplete,Corner,9,49
c02c3ecb-6289-471b-b8d5-0e72524d63e7,Saudi Arabia,Hussain Al Mogahwi,13.892444,Salman Mohammed Al Faraj,66,55,60.8,76,113,94.16666667,31,38.75,Incomplete,Corner,27,49
db0a2376-7d91-40ee-a5f6-74cb27bbe6ed,Germany,Joshua Kimmich,12,Mesut Ã–zil,99,82.5,47,58.75,112.6,93.83333333,31,38.75,Incomplete,Corner,43,49
5574fb7e-7756-4064-b039-866a77c947ac,Barcelona,Lionel AndrÃ©s Messi Cuccittini,15.487091,"Samuel Eto""o Fils",106.3,88.58333333,12,15,112.1,93.41666667,31,38.75,Incomplete,Corner,45,49
c6b384e6-97a4-48c9-b588-a700e418c0bb,AtlÃ©tico Madrid,Gabriel FernÃ¡ndez Arenas,37.91319,JosÃ© MarÃ­a GimÃ©nez de Vargas,75.6,63,57.9,72.375,112,93.33333333,31,38.75,Incomplete,Corner,32,49
cd787740-30cf-40da-88d1-d2bececc5755,Barcelona,Bojan KrkÃ­c PÃ©rez,4.604346,,57.4,47.83333333,62.8,78.5,111,92.5,31,38.75,Incomplete,Corner,22,49
17e0db0d-9c69-4d52-b994-7ced87e8ecdb,Barcelona,Sergio Busquets i Burgos,16.03808,Daniel Alves da Silva,80,66.66666667,61,76.25,111,92.5,31,38.75,Incomplete,Corner,32,49
89f77810-edd5-4310-9e3a-274d4a43b7fc,Real Betis,JoaquÃ­n SÃ¡nchez RodrÃ­guez,12.149898,Alberto Rivera Pizarro,57.2,47.66666667,63.6,79.5,110,91.66666667,31,38.75,Incomplete,Corner,22,49
00408647-544d-4522-810a-db8bce07e920,Barcelona,Jordi Alba Ramos,15.9012575,AndrÃ©s Iniesta LujÃ¡n,74.6,62.16666667,57.5,71.875,109,90.83333333,31,38.75,Incomplete,Corner,32,49
047b1cbe-50dc-4423-8d94-5229cc7e80c7,Morocco,Hakim Ziyech,6.708204,Karim El Ahmadi Al Aroos,66,55,68,85,117.7,98.08333333,30.9,38.625,Incomplete,Corner,26,49
6ae253d2-fd9a-473b-a8ea-6a9dfc2c8e22,Bayern Munich,MartÃ­n GastÃ³n Demichelis,17.262676,Mark van Bommel,28,23.33333333,50.6,63.25,115.6,96.33333333,30.9,38.625,Incomplete,Corner,12,49
e8dbe81a-636a-47c4-95f5-8c363e12973a,France,Benjamin Pavard,15.811388,Nabil Fekir,86,71.66666667,49.2,61.5,115.9,96.58333333,30.8,38.5,Incomplete,Corner,37,49
f5761f7c-0f5b-4615-bdb9-b2eb578ceadb,Barcelona,Gerard PiquÃ© BernabÃ©u,28.1016,Javier Alejandro Mascherano,40.5,33.75,13.3,16.625,115.9,96.58333333,30.8,38.5,Incomplete,Corner,20,49
431edd03-41b0-40b9-a471-7a3654519344,Eibar,FabiÃ¡n Ariel Orellana Valenzuela,6.708204,Joan JordÃ¡n Moreno,76,63.33333333,38,47.5,111.9,93.25,30.8,38.5,Incomplete,Corner,33,49
8a9615fb-0e81-4bde-855f-42c002cfa5be,Barcelona,Thiago AlcÃ¢ntara do Nascimento,24.331255,MartÃ­n Montoya Torralbo,61.6,51.33333333,9.3,11.625,111.9,93.25,30.8,38.5,Incomplete,Corner,30,49
83b78932-69b3-4c23-aabe-73cb4a52b90b,Barcelona,Pedro Eliezer RodrÃ­guez Ledesma,12.410076,Ivan Rakitic,78.9,65.75,42,52.5,111.3,92.75,30.8,38.5,Incomplete,Corner,33,49
d70c40e6-855e-4711-948d-d282a221bc81,CÃ³rdoba,Patrick Claude Ekeng Ekeng,13.708391,Nabil Ghilas,71.9,59.91666667,15.2,19,110.4,92,30.8,38.5,Incomplete,Corner,30,49
10eb7d96-3330-448b-8f7b-e9b35c6227ac,Barcelona,Neymar da Silva Santos Junior,10.718676,Lionel AndrÃ©s Messi Cuccittini,100,83.33333333,50,62.5,117.7,98.08333333,30.7,38.375,Incomplete,Corner,42,49
b8d017f5-5855-4eeb-9beb-7cb83a7a8bde,Barcelona,Xavier HernÃ¡ndez Creus,12.137957,Jonathan dos Santos RamÃ­rez,55,45.83333333,67.3,84.125,117.3,97.75,30.7,38.375,Incomplete,Corner,21,49
9ddcad56-4997-4685-a511-3a2e8827440e,Barcelona,Samuel Yves Umtiti,12.806249,Sergi Roberto Carnicer,60.1,50.08333333,69.6,87,116.6,97.16666667,30.7,38.375,Incomplete,Corner,26,49
0dbb3673-b5cd-4f66-8a2b-9488fad4a13c,FC Porto,Anderson LuÃ­s de Souza,8.357033,Paulo Renato Rebocho Ferreira,102,85,1,1.25,116.4,97,30.7,38.375,Incomplete,Corner,45,49
7b94ee87-b7d4-4a7c-b203-0a64dcd20395,Osasuna,Ãlvaro Cejudo Carmona,18.47647,Roberto Torres Morales,62.5,52.08333333,50.6,63.25,116.1,96.75,30.6,38.25,Incomplete,Corner,27,49
619e0161-486e-4878-ad26-73ae03e4cf93,Barcelona,Gerard PiquÃ© BernabÃ©u,14.764823,Javier Alejandro Mascherano,42.9,35.75,17.6,22,114,95,30.6,38.25,Incomplete,Corner,19,49
c36a8abf-f62f-4184-9b9c-39116595ae3d,Barcelona,Ivan Rakitic,10.630146,Ousmane DembÃ©lÃ©,78,65,6,7.5,110,91.66666667,30.6,38.25,Incomplete,Corner,35,49
87b1ed3b-8dc9-420e-b44f-889ab0490abc,Argentina,Ã‰ver Maximiliano David Banega,37.735924,,95,79.16666667,69,86.25,108.9,90.75,30.5,38.125,Incomplete,Corner,36,49
50eede49-a4f0-4b81-af58-f346f0b216c0,Barcelona,Gerard PiquÃ© BernabÃ©u,25.059929,NÃ©lson Cabral Semedo,43,35.83333333,21.3,26.625,118.4,98.66666667,30.4,38,Incomplete,Corner,19,49
872fcde1-2d1f-4c35-82ee-6234ce064f4a,Barcelona,Lionel AndrÃ©s Messi Cuccittini,10.007997,Xavier HernÃ¡ndez Creus,38.8,32.33333333,13.7,17.125,116.5,97.08333333,30.4,38,Incomplete,Corner,20,49
3a00d335-29e8-4b8e-b341-d26d5521e724,Barcelona,Sergio Busquets i Burgos,10.651291,Thiago AlcÃ¢ntara do Nascimento,29.6,24.66666667,22.7,28.375,112.3,93.58333333,30.4,38,Incomplete,Corner,14,49
3a2915a7-e074-41d9-9bd7-f0f51acc9b6b,Barcelona,Ronaldo de Assis Moreira,17.00735,"Samuel Eto""o Fils",70.5,58.75,80,100,109.6,91.33333333,30.3,37.875,Incomplete,Corner,26,49
3161bd1c-469b-4053-bfc0-d063020c29ed,Belgium,Axel Witsel,14.56022,Kevin De Bruyne,21,17.5,24.5,30.625,117.7,98.08333333,30.2,37.75,Incomplete,Corner,9,49
e1fcda51-16e4-461c-8dce-f4bbcb3c2d22,Barcelona,Anderson LuÃ­s de Souza,11.950732,Giovanni van Bronckhorst,41.8,34.83333333,51.3,64.125,113,94.16666667,30.2,37.75,Incomplete,Corner,17,49
a9cd49f1-c9ac-41e3-9e5f-9f3e544989ca,Barcelona,Alexis Alejandro SÃ¡nchez SÃ¡nchez,23.022816,Javier Alejandro Mascherano,29.7,24.75,40,50,110.5,92.08333333,30.2,37.75,Incomplete,Corner,13,49
45e41326-169f-4782-bf56-2c02d88544b8,Barcelona,Daniel Alves da Silva,23.222834,Xavier HernÃ¡ndez Creus,97.8,81.5,50,62.5,117.3,97.75,30.1,37.625,Incomplete,Corner,42,49
77411eb5-0a30-4bd9-a3d0-dc1733719da2,Barcelona,Daniel Alves da Silva,16.140013,Ivan Rakitic,101.9,84.91666667,3,3.75,117.1,97.58333333,30.1,37.625,Incomplete,Corner,45,49
16765aad-6eb3-4fe1-8615-aac78da353b3,Barcelona,Lucas Digne,15.652476,AndrÃ©s Iniesta LujÃ¡n,92,76.66666667,17.5,21.875,116.8,97.33333333,30.1,37.625,Incomplete,Corner,39,49
04f1fa5f-bc3a-48ba-a09c-ac86f5850d6d,AtlÃ©tico Madrid,Antoine Griezmann,8.062258,Gabriel FernÃ¡ndez Arenas,97,80.83333333,1,1.25,109.7,91.41666667,30.1,37.625,Incomplete,Corner,45,49
5465b214-0759-4eb8-a5a2-110af9553bc8,Barcelona,Giovanni van Bronckhorst,27.338068,,33.1,27.58333333,1,1.25,119,99.16666667,30,37.5,Incomplete,Corner,15,49
2dff1f54-523a-4a0f-9d04-8d8222fc1826,Southampton,Chris Baird,28.389435,Antti Mikko Niemi,32.9,27.41666667,46.9,58.625,117.3,97.75,30,37.5,Incomplete,Corner,13,49
92f02352-7edd-468b-8c31-ce4f20e30aa6,Barcelona,Sergi Roberto Carnicer,9.013878,Munir El Haddadi Mohamed,62.1,51.75,63.1,78.875,117,97.5,30,37.5,Incomplete,Corner,27,49
59e6f1a2-84b1-41c6-8711-804c44199905,Germany,Thomas MÃ¼ller,5.3851647,Toni Kroos,83,69.16666667,23,28.75,116.6,97.16666667,30,37.5,Incomplete,Corner,34,49
0ac2b21e-d727-4ba1-b828-95d1ab44ee11,Barcelona,Javier Alejandro Mascherano,35.90056,Alexandre Dimitri Song-Billong,38.8,32.33333333,73.3,91.625,116,96.66666667,30,37.5,Incomplete,Corner,16,49
ad8db392-ea01-4ef7-a02c-d5c39fc04374,Barcelona,Javier Alejandro Mascherano,28.05156,AndrÃ© Filipe Tavares Gomes,86.8,72.33333333,72.3,90.375,116,96.66666667,30,37.5,Incomplete,Corner,36,49
53f67410-8997-46a1-8403-2f046eee655f,Barcelona,Jeffren Isaac SuÃ¡rez BermÃºdez,14.90302,Zlatan Ibrahimovic,72.6,60.5,59.4,74.25,113,94.16666667,30,37.5,Incomplete,Corner,32,49
4a15715d-58f7-4473-b16b-e9d7037898f0,Barcelona,Marc-AndrÃ© ter Stegen,18.027756,Ivan Rakitic,6,5,58.8,73.5,112,93.33333333,30,37.5,Incomplete,Corner,2,49
2835302b-4b8c-4f8f-a6bd-a88d00664c5f,Barcelona,Daniel Alves da Silva,21.795872,Sergio Busquets i Burgos,8.6,7.166666667,30.8,38.5,107.9,89.91666667,30,37.5,Incomplete,Corner,4,44
024c0102-932d-4d7b-829f-b39df81742fb,Barcelona,Lionel AndrÃ©s Messi Cuccittini,24.19938,Rafael MÃ¡rquez Ãlvarez,95.6,79.66666667,5,6.25,111.2,92.66666667,29.9,37.375,Incomplete,Corner,40,49
bbadfea1-0317-4c68-bd2a-df63a5597704,Villarreal,Bruno Soriano Llido,7.340981,Manuel Trigueros MuÃ±oz,79.4,66.16666667,14,17.5,115.9,96.58333333,29.8,37.25,Incomplete,Corner,35,49
7b8541cd-56f0-4872-9fa6-c336e9179f17,Girona,Marc Muniesa MartÃ­nez,18.35756,Juan Pedro RamÃ­rez LÃ³pez,43,35.83333333,9,11.25,113.4,94.5,29.8,37.25,Incomplete,Corner,20,49
810d02e5-74e6-4bb0-af30-8653a97802d9,Real Madrid,Marcelo Vieira da Silva JÃºnior,14.780054,Wesley Sneijder,27.1,22.58333333,17.6,22,105.9,88.25,29.8,37.25,Incomplete,Corner,14,44
e2fdb531-cf89-4eeb-8c7c-cf9832bcb564,Espanyol,Luis GarcÃ­a FernÃ¡ndez,10.7912,IvÃ¡n De la PeÃ±a LÃ³pez,40.9,34.08333333,22.2,27.75,102,85,29.8,37.25,Incomplete,Corner,19,44
9b20c19d-d4ad-4b6b-9f99-4c63c69462cb,Barcelona,Sergio Busquets i Burgos,19.962465,Dmytro Chygrynskiy,64.7,53.91666667,14.4,18,116.7,97.25,29.6,37,Incomplete,Corner,30,49
a4fa5614-6441-4c6f-af6f-4f89f7a10adb,Barcelona,AndrÃ©s Iniesta LujÃ¡n,11.30177,Javier Alejandro Mascherano,88.4,73.66666667,37.5,46.875,116.6,97.16666667,29.5,36.875,Incomplete,Corner,38,49
b7bd9120-d25a-4e1c-95a2-ca655272843d,Barcelona,Carles Puyol i Saforcada,16.404877,Lilian Thuram,22.2,18.5,26.6,33.25,112,93.33333333,29.5,36.875,Incomplete,Corner,9,49
a5a02f40-88bd-4dc4-84dd-c95f4e3ed9e8,Barcelona,Lionel AndrÃ©s Messi Cuccittini,34.946815,Bojan KrkÃ­c PÃ©rez,82.5,68.75,36,45,116.5,97.08333333,29.4,36.75,Incomplete,Corner,33,49
f60149ad-c050-466e-9017-3ec765d200dc,Mallorca,RubÃ©n GonzÃ¡lez Rocha,26.764154,DudÃº Aouate,43.3,36.08333333,32.9,41.125,113.2,94.33333333,29.4,36.75,Incomplete,Corner,18,49
bb887144-55d1-4090-b38b-ac2f95ba0cad,Barcelona,Lionel AndrÃ©s Messi Cuccittini,11.661903,Ivan Rakitic,81,67.5,1,1.25,117,97.5,29.2,36.5,Incomplete,Corner,35,49
ad467333-e6f1-4148-86d3-3b33a3492ac5,Real Madrid,Sergio ReguilÃ³n RodrÃ­guez,30.88689,VinÃ­cius JosÃ© PaixÃ£o de Oliveira JÃºnior,99,82.5,53,66.25,116.8,97.33333333,29.2,36.5,Incomplete,Corner,42,49
a7a0c5fc-12f3-4e1f-9022-ee85f1ab22c4,Barcelona,Oleguer Presas Renom,34.346035,Lilian Thuram,50.7,42.25,30.1,37.625,101.3,84.41666667,29.2,36.5,Incomplete,Corner,24,44
f13a5575-0315-4df6-9d52-c698dfc9dae2,Barcelona,Carles Puyol i Saforcada,6.71193,JosÃ© EdmÃ­lson Gomes de Moraes,39,32.5,23.9,29.875,115,95.83333333,29.1,36.375,Incomplete,Corner,19,49
8f18c326-0f32-4e72-b032-b8c675dd8d5e,Barcelona,Francesc FÃ bregas i Soler,1.5524175,Daniel Alves da Silva,52.9,44.08333333,47.2,59,114.4,95.33333333,29.1,36.375,Incomplete,Corner,23,49
d473d31c-d674-4da7-86a6-1335e2d64549,France,Samuel Yves Umtiti,49.73932,"N""Golo KantÃ©",49,40.83333333,16.1,20.125,114,95,29.1,36.375,Incomplete,Corner,24,49
4875f034-8374-4297-8596-e134df663df8,Barcelona,Luis Alberto SuÃ¡rez DÃ­az,12.206555,Jordi Alba Ramos,77,64.16666667,65,81.25,117,97.5,29,36.25,Incomplete,Corner,31,49
497eca64-dbb0-4d71-af44-78babcb969d1,Barcelona,Carles Puyol i Saforcada,20.524376,Lilian Thuram,38.4,32,62.3,77.875,117,97.5,29,36.25,Incomplete,Corner,17,49
e5ea6cae-013f-47c2-ac84-40f1e004e2a4,Barcelona,Javier Alejandro Mascherano,30.80065,Gerard PiquÃ© BernabÃ©u,35.9,29.91666667,70.2,87.75,116.5,97.08333333,29,36.25,Incomplete,Corner,11,49
4655577f-ad78-4ef9-acc5-d06337c4f25b,Villarreal,Bruno Soriano Llido,41.086372,Marco GastÃ³n Ruben RodrÃ­guez,66.8,55.66666667,32.5,40.625,115,95.83333333,29,36.25,Incomplete,Corner,28,49
153b8e7f-d2b2-44a1-a1bb-1fa038a61424,Barcelona,Maxwell Scherrer Cabelino Andrade,18.741665,Thierry Henry,105.4,87.83333333,78,97.5,112,93.33333333,29,36.25,Incomplete,Corner,41,49
2298a4b3-cc10-4889-80aa-a44ca2c2d543,Barcelona,Rafael MÃ¡rquez Ãlvarez,13.201515,Gerard PiquÃ© BernabÃ©u,46.1,38.41666667,64.5,80.625,112,93.33333333,29,36.25,Incomplete,Corner,16,49
48bbd997-7192-4860-aac6-bd4803a2df35,Barcelona,Xavier HernÃ¡ndez Creus,18.11767,AndrÃ©s Iniesta LujÃ¡n,76.8,64,79,98.75,110,91.66666667,29,36.25,Incomplete,Corner,31,49
f6bba067-a54c-4626-99d6-ed3e69db6ff0,Sevilla,JesÃºs Navas GonzÃ¡lez,35.08276,,70.3,58.58333333,75.9,94.875,109,90.83333333,29,36.25,Incomplete,Corner,26,49
14f8c5c1-e8dd-4e1c-a745-1c0993752c82,Real Madrid,Marcelo Vieira da Silva JÃºnior,7.805767,Karim Benzema,77.2,64.33333333,2,2.5,108.3,90.25,29,36.25,Incomplete,Corner,35,49
541c1b90-f6be-402c-911d-4e2349599a92,Real Sociedad,Claudio AndrÃ©s Bravo MuÃ±oz,66.916214,Imanol Agirretxe Arruti,6,5,58.1,72.625,107,89.16666667,29,36.25,Incomplete,Corner,2,44
af9b61fc-2432-441a-a3be-6602dfe92aa2,Barcelona,Daniel Alves da Silva,20.252655,Xavier HernÃ¡ndez Creus,61.3,51.08333333,11,13.75,118.4,98.66666667,28.9,36.125,Incomplete,Corner,30,49
6f6cfccf-bf74-4690-853c-29243ff73f32,Barcelona,Gerard PiquÃ© BernabÃ©u,7.4726167,,35.5,29.58333333,14.4,18,117,97.5,28.9,36.125,Incomplete,Corner,15,49
2ae9ade4-b42f-44cc-9797-d6351a2ca214,Arsenal,Pascal Cygan,13.647344,Thierry Henry,70.5,58.75,5.7,7.125,115.8,96.5,28.9,36.125,Incomplete,Corner,30,49
7b1a1f82-0016-4cb3-b9f5-d2233a801acb,Barcelona,Sergio Busquets i Burgos,11.521285,Neymar da Silva Santos Junior,54.9,45.75,6,7.5,111.9,93.25,28.9,36.125,Incomplete,Corner,25,49
9430d14d-ceff-40c1-aa88-3ede2bce7a7d,Barcelona,Javier Alejandro Mascherano,15.727683,Xavier HernÃ¡ndez Creus,47.6,39.66666667,33.4,41.75,108.1,90.08333333,28.9,36.125,Incomplete,Corner,18,49
a61b7bc1-3ddd-4350-ac3d-e12912105ebb,Barcelona,AndrÃ© Filipe Tavares Gomes,29.631908,Sergio Busquets i Burgos,78.8,65.66666667,36,45,117,97.5,28.7,35.875,Incomplete,Corner,33,49
bc54ac87-dbad-4bb9-b4e5-a448c42e5c05,Barcelona,Jordi Alba Ramos,4.3011627,Arda Turan,41.5,34.58333333,8.3,10.375,117,97.5,28.7,35.875,Incomplete,Corner,20,49
59390343-82f7-4c07-9c5e-0c84d7411d10,Celta Vigo,Francisco JosÃ© BeltrÃ¡n Peinado,10.770329,Stanislav Lobotka,62,51.66666667,16.2,20.25,116.9,97.41666667,28.7,35.875,Incomplete,Corner,29,49
c7b9f05a-cf33-41f0-971e-ce4e42105857,Sevilla,"Steven N""Kemboanza Mike Christopher Nzonzi",21.48418,ClÃ©ment Lenglet,20.7,17.25,52.2,65.25,112.9,94.08333333,28.7,35.875,Incomplete,Corner,7,49
233c25ca-9035-436e-bcb2-a5d713ca394b,LeganÃ©s,Iago HerrerÃ­n BuisÃ¡n,56.74663,Miguel Ãngel Guerrero MartÃ­n,14.2,11.83333333,14.3,17.875,116.5,97.08333333,28.6,35.75,Incomplete,Corner,10,49
fcc81632-2e38-49d9-928f-f534b9de47e1,AC Milan,Paolo Maldini,39.604294,Andrea Pirlo,98.2,81.83333333,41,51.25,114.6,95.5,28.6,35.75,Incomplete,Corner,43,49
3dc13c29-0f7e-4546-844e-cd0aa2060d02,Barcelona,Adriano Correia Claro,72.015625,Lionel AndrÃ©s Messi Cuccittini,22.2,18.5,8.1,10.125,104.4,87,28.4,35.5,Incomplete,Corner,10,44
7fd94948-15d0-407b-80b5-b047d263f3f4,Real Zaragoza,David Mateos Ramajo,6.8117547,Juan Carlos PÃ©rez LÃ³pez,29.4,24.5,25.4,31.75,113.2,94.33333333,28.3,35.375,Incomplete,Corner,14,49
4c64c5bb-6a09-430d-85f5-0842e5e9c547,Barcelona,JosÃ© Paulo Bezzera Maciel JÃºnior,11,Francisco AlcÃ¡cer GarcÃ­a,55,45.83333333,1,1.25,112.1,93.41666667,28.3,35.375,Incomplete,Corner,25,49
f9a18295-6c00-4128-9cac-b3a0add5aa6d,Barcelona,Xavier HernÃ¡ndez Creus,65.642746,AndrÃ©s Iniesta LujÃ¡n,56.1,46.75,5.4,6.75,104.5,87.08333333,28.3,35.375,Incomplete,Corner,25,44
c22df3ab-e2cb-4668-aea0-5a7e28853a55,Osasuna,Jordan LotiÃ¨s,35.600563,Oier Sanjurjo Mate,39.5,32.91666667,52.3,65.375,116.8,97.33333333,28.2,35.25,Incomplete,Corner,17,49
62d86511-1950-46a3-945d-2f5b9bb56180,Barcelona,Thiago AlcÃ¢ntara do Nascimento,9.060905,Lionel AndrÃ©s Messi Cuccittini,77.9,64.91666667,68,85,113.6,94.66666667,28.2,35.25,Incomplete,Corner,31,49
c124be05-2f3f-4715-ae57-9053afee9afd,Barcelona,Lionel AndrÃ©s Messi Cuccittini,11.661903,AndrÃ©s Iniesta LujÃ¡n,50,41.66666667,54.7,68.375,115.9,96.58333333,28.1,35.125,Incomplete,Corner,22,49
b6ba2b27-a352-41a1-bb53-69625eaa1ee4,Arsenal,Laureano Bisan-Etame Mayer,18.94967,Patrick Vieira,30,25,64.4,80.5,116,96.66666667,28,35,Incomplete,Corner,11,49
4c211abc-5466-4470-a6f0-fd9575f9d8d6,Real Sociedad,Mikel Aranburu Eizagirre,11.58361,Mikel GonzÃ¡lez de MartÃ­n MartÃ­nez,29.3,24.41666667,1,1.25,116,96.66666667,28,35,Incomplete,Corner,15,49
b63a2e84-d874-454b-ba1c-72219dfb35db,Barcelona,Marc Bartra Aregall,16.34656,,25.6,21.33333333,1,1.25,112,93.33333333,28,35,Incomplete,Corner,15,49
acb73ae1-21d1-42a3-a6b8-66edc9f13267,Barcelona,Dmytro Chygrynskiy,16.600302,VÃ­ctor ValdÃ©s Arribas,20.1,16.75,1,1.25,111,92.5,28,35,Incomplete,Corner,10,49
9d11eb05-950e-4989-93a3-bcac7c83e9b5,Barcelona,JÃ©rÃ©my Mathieu,23.3,Adriano Correia Claro,78.4,65.33333333,19,23.75,117.5,97.91666667,27.9,34.875,Incomplete,Corner,34,49
259bce4b-5c2d-45e2-af93-19a9adc91873,Barcelona,Lionel AndrÃ©s Messi Cuccittini,15.061541,Daniel Alves da Silva,86.5,72.08333333,12.8,16,114.7,95.58333333,27.9,34.875,Incomplete,Corner,40,49
91b0ebd4-615c-4a83-b2cf-91be30df9a7d,Tunisia,Yassine Meriah,28.86174,Rami Bedoui,33,27.5,22.8,28.5,113,94.16666667,27.9,34.875,Incomplete,Corner,14,49
e564f700-1edb-422c-ac73-6e3a2c16c96d,Barcelona,JosÃ© EdmÃ­lson Gomes de Moraes,9.481033,Anderson LuÃ­s de Souza,51.8,43.16666667,20.2,25.25,114.1,95.08333333,27.6,34.5,Incomplete,Corner,24,49
5a8b7545-66b0-45f6-9877-2876c03df67a,Barcelona,Sergio Busquets i Burgos,21.618742,ClÃ©ment Lenglet,41.9,34.91666667,29.9,37.375,97.8,81.5,27.6,34.5,Incomplete,Corner,19,44
e19cce88-c107-414e-8a40-74e09b738110,Eibar,Paulo AndrÃ© Rodrigues de Oliveira,21.213203,,13,10.83333333,46.1,57.625,109.3,91.08333333,27.4,34.25,Incomplete,Corner,8,49
ab6c4bb9-dbbe-4628-bc75-918c155175d2,Real Madrid,Iker Casillas FernÃ¡ndez,106.00231,Karim Benzema,15.6,13,42,52.5,114.9,95.75,27.2,34,Incomplete,Corner,8,49
282a5f98-ec45-4f8b-ba49-bce295dede51,Barcelona,Gerard PiquÃ© BernabÃ©u,33.734257,Sergio Busquets i Burgos,22,18.33333333,27.8,34.75,113.1,94.25,27.2,34,Incomplete,Corner,9,49
34f2c8ef-c0d0-49b1-8941-31426efb984b,Barcelona,AndrÃ©s Iniesta LujÃ¡n,17.839283,Thierry Henry,62.3,51.91666667,67.6,84.5,113.4,94.5,27.1,33.875,Incomplete,Corner,26,49
6f3264ff-3c62-4a51-9380-5a3f6771e439,Barcelona,Giovanni van Bronckhorst,17.717787,Xavier HernÃ¡ndez Creus,89.2,74.33333333,3.8,4.75,112.2,93.5,27.1,33.875,Incomplete,Corner,40,49
